,gamma-disparity,racePctAsian,racePctWhite
61,-0.0103070422535,-0.9,-0.7
62,-0.0103070422535,-0.8,-0.7
63,-0.00984225352113,-0.7,-0.7
64,-0.00990704225352,-0.6,-0.7
65,-0.00924225352113,-0.5,-0.7
66,-0.00917746478873,-0.4,-0.7
67,-0.00871267605634,-0.3,-0.7
68,-0.00844788732394,-0.2,-0.7
69,-0.00684225352113,-0.1,-0.7
70,-0.00530704225352,0.0,-0.7
71,-0.00183661971831,0.1,-0.7
72,-0.00183661971831,0.2,-0.7
73,-0.00063661971831,0.3,-0.7
74,0.000892957746479,0.4,-0.7
75,0.000892957746479,0.5,-0.7
76,0.00189295774648,0.6,-0.7
77,0.00189295774648,0.7,-0.7
78,0.00275774647887,0.8,-0.7
79,0.00229295774648,0.9,-0.7
80,-0.0147605633803,-1.0,-0.6
81,-0.0125661971831,-0.9,-0.6
82,-0.0109718309859,-0.8,-0.6
83,-0.0103070422535,-0.7,-0.6
84,-0.00984225352113,-0.6,-0.6
85,-0.00924225352113,-0.5,-0.6
86,-0.00917746478873,-0.4,-0.6
87,-0.00917746478873,-0.3,-0.6
88,-0.00844788732394,-0.2,-0.6
89,-0.00684225352113,-0.1,-0.6
90,-0.00530704225352,0.0,-0.6
91,-0.00183661971831,0.1,-0.6
92,-0.000571830985915,0.2,-0.6
93,-0.000571830985915,0.3,-0.6
94,0.000892957746479,0.4,-0.6
95,0.00189295774648,0.5,-0.6
96,0.00189295774648,0.6,-0.6
97,0.00275774647887,0.7,-0.6
98,0.00229295774648,0.8,-0.6
99,0.00496338028169,0.9,-0.6
100,-0.0188732394366,-1.0,-0.5
101,-0.0165492957746,-0.9,-0.5
102,-0.0125661971831,-0.8,-0.5
103,-0.0114366197183,-0.7,-0.5
104,-0.0103070422535,-0.6,-0.5
105,-0.00984225352113,-0.5,-0.5
106,-0.00970704225352,-0.4,-0.5
107,-0.00917746478873,-0.3,-0.5
108,-0.00871267605634,-0.2,-0.5
109,-0.00651267605634,-0.1,-0.5
110,-0.00530704225352,0.0,-0.5
111,-0.00183661971831,0.1,-0.5
112,-0.00063661971831,0.2,-0.5
113,0.000892957746479,0.3,-0.5
114,0.00189295774648,0.4,-0.5
115,0.00189295774648,0.5,-0.5
116,0.00275774647887,0.6,-0.5
117,0.00282816901408,0.7,-0.5
118,0.00496338028169,0.8,-0.5
119,0.00642816901408,0.9,-0.5
120,-0.0191267605634,-1.0,-0.4
121,-0.0178676056338,-0.9,-0.4
122,-0.0188732394366,-0.8,-0.4
123,-0.0158197183099,-0.7,-0.4
124,-0.0125661971831,-0.6,-0.4
125,-0.0103070422535,-0.5,-0.4
126,-0.00984225352113,-0.4,-0.4
127,-0.00924225352113,-0.3,-0.4
128,-0.00917746478873,-0.2,-0.4
129,-0.00651267605634,-0.1,-0.4
130,-0.00530704225352,0.0,-0.4
131,-0.00183661971831,0.1,-0.4
132,-0.000571830985915,0.2,-0.4
133,0.000892957746479,0.3,-0.4
134,0.00189295774648,0.4,-0.4
135,0.00229295774648,0.5,-0.4
136,0.00496338028169,0.6,-0.4
137,0.00642816901408,0.7,-0.4
138,0.00789295774648,0.8,-0.4
139,0.00789295774648,0.9,-0.4
140,-0.0149802816901,-1.0,-0.3
141,-0.016385915493,-0.9,-0.3
142,-0.0190563380282,-0.8,-0.3
143,-0.0181323943662,-0.7,-0.3
144,-0.0188732394366,-0.6,-0.3
145,-0.0147605633803,-0.5,-0.3
146,-0.0109718309859,-0.4,-0.3
147,-0.00984225352113,-0.3,-0.3
148,-0.00917746478873,-0.2,-0.3
149,-0.00844788732394,-0.1,-0.3
150,-0.00530704225352,0.0,-0.3
151,-0.000571830985915,0.1,-0.3
152,0.000892957746479,0.2,-0.3
153,0.00189295774648,0.3,-0.3
154,0.00229295774648,0.4,-0.3
155,0.00496338028169,0.5,-0.3
156,0.00789295774648,0.6,-0.3
157,0.00789295774648,0.7,-0.3
158,0.00996338028169,0.8,-0.3
159,0.0096985915493,0.9,-0.3
160,-0.0140450704225,-1.0,-0.2
161,-0.0140450704225,-0.9,-0.2
162,-0.0149802816901,-0.8,-0.2
163,-0.0149802816901,-0.7,-0.2
164,-0.016385915493,-0.6,-0.2
165,-0.0191267605634,-0.5,-0.2
166,-0.0188732394366,-0.4,-0.2
167,-0.0125661971831,-0.3,-0.2
168,-0.00984225352113,-0.2,-0.2
169,-0.00917746478873,-0.1,-0.2
170,-0.00530704225352,0.0,-0.2
171,-0.000571830985915,0.1,-0.2
172,0.00189295774648,0.2,-0.2
173,0.00496338028169,0.3,-0.2
174,0.00789295774648,0.4,-0.2
175,0.00962816901408,0.5,-0.2
176,0.0096985915493,0.6,-0.2
177,0.0096985915493,0.7,-0.2
178,0.0096985915493,0.8,-0.2
179,0.0120338028169,0.9,-0.2
180,-0.0135042253521,-1.0,-0.1
181,-0.0135042253521,-0.9,-0.1
182,-0.0138394366197,-0.8,-0.1
183,-0.0121746478873,-0.7,-0.1
184,-0.0139098591549,-0.6,-0.1
185,-0.0140450704225,-0.5,-0.1
186,-0.0149802816901,-0.4,-0.1
187,-0.016385915493,-0.3,-0.1
188,-0.0188732394366,-0.2,-0.1
189,-0.00984225352113,-0.1,-0.1
190,-0.00530704225352,0.0,-0.1
191,0.00189295774648,0.1,-0.1
192,0.00789295774648,0.2,-0.1
193,0.0096985915493,0.3,-0.1
194,0.0096985915493,0.4,-0.1
195,0.0120338028169,0.5,-0.1
196,0.0120338028169,0.6,-0.1
197,0.0120338028169,0.7,-0.1
198,0.0120338028169,0.8,-0.1
199,0.0120338028169,0.9,-0.1
200,-0.0130338028169,-1.0,0.0
201,-0.0130338028169,-0.9,0.0
202,-0.0130338028169,-0.8,0.0
203,-0.0130338028169,-0.7,0.0
204,-0.0130338028169,-0.6,0.0
205,-0.0130338028169,-0.5,0.0
206,-0.0130338028169,-0.4,0.0
207,-0.0130338028169,-0.3,0.0
208,-0.0130338028169,-0.2,0.0
209,-0.0130338028169,-0.1,0.0
210,0.0,0.0,0.0
211,0.0130338028169,0.1,0.0
212,0.0130338028169,0.2,0.0
213,0.0130338028169,0.3,0.0
214,0.0130338028169,0.4,0.0
215,0.0130338028169,0.5,0.0
216,0.0130338028169,0.6,0.0
217,0.0130338028169,0.7,0.0
218,0.0130338028169,0.8,0.0
219,0.0130338028169,0.9,0.0
220,-0.0120338028169,-1.0,0.1
221,-0.0120338028169,-0.9,0.1
222,-0.0120338028169,-0.8,0.1
223,-0.0120338028169,-0.7,0.1
224,-0.0120338028169,-0.6,0.1
225,-0.0120338028169,-0.5,0.1
226,-0.0096985915493,-0.4,0.1
227,-0.0096985915493,-0.3,0.1
228,-0.00789295774648,-0.2,0.1
229,-0.00189295774648,-0.1,0.1
230,0.00530704225352,0.0,0.1
231,0.00984225352113,0.1,0.1
232,0.0188732394366,0.2,0.1
233,0.016385915493,0.3,0.1
234,0.0149802816901,0.4,0.1
235,0.0140450704225,0.5,0.1
236,0.0139098591549,0.6,0.1
237,0.0121746478873,0.7,0.1
238,0.0138394366197,0.8,0.1
239,0.0135042253521,0.9,0.1
240,-0.0120338028169,-1.0,0.2
241,-0.0120338028169,-0.9,0.2
242,-0.0096985915493,-0.8,0.2
243,-0.0096985915493,-0.7,0.2
244,-0.0096985915493,-0.6,0.2
245,-0.00962816901408,-0.5,0.2
246,-0.00789295774648,-0.4,0.2
247,-0.00496338028169,-0.3,0.2
248,-0.00189295774648,-0.2,0.2
249,0.000571830985915,-0.1,0.2
250,0.00530704225352,0.0,0.2
251,0.00917746478873,0.1,0.2
252,0.00984225352113,0.2,0.2
253,0.0125661971831,0.3,0.2
254,0.0188732394366,0.4,0.2
255,0.0191267605634,0.5,0.2
256,0.016385915493,0.6,0.2
257,0.0149802816901,0.7,0.2
258,0.0149802816901,0.8,0.2
259,0.0140450704225,0.9,0.2
260,-0.0096985915493,-1.0,0.3
261,-0.0096985915493,-0.9,0.3
262,-0.00996338028169,-0.8,0.3
263,-0.00789295774648,-0.7,0.3
264,-0.00789295774648,-0.6,0.3
265,-0.00496338028169,-0.5,0.3
266,-0.00229295774648,-0.4,0.3
267,-0.00189295774648,-0.3,0.3
268,-0.000892957746479,-0.2,0.3
269,0.000571830985915,-0.1,0.3
270,0.00530704225352,0.0,0.3
271,0.00844788732394,0.1,0.3
272,0.00917746478873,0.2,0.3
273,0.00984225352113,0.3,0.3
274,0.0109718309859,0.4,0.3
275,0.0147605633803,0.5,0.3
276,0.0188732394366,0.6,0.3
277,0.0181323943662,0.7,0.3
278,0.0190563380282,0.8,0.3
279,0.016385915493,0.9,0.3
280,-0.00962816901408,-1.0,0.4
281,-0.00789295774648,-0.9,0.4
282,-0.00789295774648,-0.8,0.4
283,-0.00642816901408,-0.7,0.4
284,-0.00496338028169,-0.6,0.4
285,-0.00229295774648,-0.5,0.4
286,-0.00189295774648,-0.4,0.4
287,-0.000892957746479,-0.3,0.4
288,0.000571830985915,-0.2,0.4
289,0.00183661971831,-0.1,0.4
290,0.00530704225352,0.0,0.4
291,0.00651267605634,0.1,0.4
292,0.00917746478873,0.2,0.4
293,0.00924225352113,0.3,0.4
294,0.00984225352113,0.4,0.4
295,0.0103070422535,0.5,0.4
296,0.0125661971831,0.6,0.4
297,0.0158197183099,0.7,0.4
298,0.0188732394366,0.8,0.4
299,0.0178676056338,0.9,0.4
300,-0.00789295774648,-1.0,0.5
301,-0.00642816901408,-0.9,0.5
302,-0.00496338028169,-0.8,0.5
303,-0.00282816901408,-0.7,0.5
304,-0.00275774647887,-0.6,0.5
305,-0.00189295774648,-0.5,0.5
306,-0.00189295774648,-0.4,0.5
307,-0.000892957746479,-0.3,0.5
308,0.00063661971831,-0.2,0.5
309,0.00183661971831,-0.1,0.5
310,0.00530704225352,0.0,0.5
311,0.00651267605634,0.1,0.5
312,0.00871267605634,0.2,0.5
313,0.00917746478873,0.3,0.5
314,0.00970704225352,0.4,0.5
315,0.00984225352113,0.5,0.5
316,0.0103070422535,0.6,0.5
317,0.0114366197183,0.7,0.5
318,0.0125661971831,0.8,0.5
319,0.0165492957746,0.9,0.5
320,-0.00496338028169,-1.0,0.6
321,-0.00496338028169,-0.9,0.6
322,-0.00229295774648,-0.8,0.6
323,-0.00275774647887,-0.7,0.6
324,-0.00189295774648,-0.6,0.6
325,-0.00189295774648,-0.5,0.6
326,-0.000892957746479,-0.4,0.6
327,0.000571830985915,-0.3,0.6
328,0.000571830985915,-0.2,0.6
329,0.00183661971831,-0.1,0.6
330,0.00530704225352,0.0,0.6
331,0.00684225352113,0.1,0.6
332,0.00844788732394,0.2,0.6
333,0.00917746478873,0.3,0.6
334,0.00917746478873,0.4,0.6
335,0.00924225352113,0.5,0.6
336,0.00984225352113,0.6,0.6
337,0.0103070422535,0.7,0.6
338,0.0109718309859,0.8,0.6
339,0.0125661971831,0.9,0.6
340,-0.00282816901408,-1.0,0.7
341,-0.00229295774648,-0.9,0.7
342,-0.00275774647887,-0.8,0.7
343,-0.00189295774648,-0.7,0.7
344,-0.00189295774648,-0.6,0.7
345,-0.000892957746479,-0.5,0.7
346,-0.000892957746479,-0.4,0.7
347,0.00063661971831,-0.3,0.7
348,0.00183661971831,-0.2,0.7
349,0.00183661971831,-0.1,0.7
350,0.00530704225352,0.0,0.7
351,0.00684225352113,0.1,0.7
352,0.00844788732394,0.2,0.7
353,0.00871267605634,0.3,0.7
354,0.00917746478873,0.4,0.7
355,0.00924225352113,0.5,0.7
356,0.00990704225352,0.6,0.7
357,0.00984225352113,0.7,0.7
358,0.0103070422535,0.8,0.7
359,0.0103070422535,0.9,0.7
360,-0.00229295774648,-1.0,0.8
361,-0.00275774647887,-0.9,0.8
362,-0.00189295774648,-0.8,0.8
363,-0.00189295774648,-0.7,0.8
364,-0.000892957746479,-0.6,0.8
365,-0.000892957746479,-0.5,0.8
366,0.000571830985915,-0.4,0.8
367,0.00063661971831,-0.3,0.8
368,0.00183661971831,-0.2,0.8
369,0.00297183098592,-0.1,0.8
370,0.00530704225352,0.0,0.8
371,0.00684225352113,0.1,0.8
372,0.00651267605634,0.2,0.8
373,0.00871267605634,0.3,0.8
374,0.00917746478873,0.4,0.8
375,0.00917746478873,0.5,0.8
376,0.00924225352113,0.6,0.8
377,0.00990704225352,0.7,0.8
378,0.00984225352113,0.8,0.8
379,0.0103070422535,0.9,0.8
380,-0.00275774647887,-1.0,0.9
381,-0.00189295774648,-0.9,0.9
382,-0.00189295774648,-0.8,0.9
383,-0.00155774647887,-0.7,0.9
384,-0.000892957746479,-0.6,0.9
385,-0.000892957746479,-0.5,0.9
386,0.000571830985915,-0.4,0.9
387,0.000571830985915,-0.3,0.9
388,0.00183661971831,-0.2,0.9
389,0.00297183098592,-0.1,0.9
390,0.00530704225352,0.0,0.9
391,0.00684225352113,0.1,0.9
392,0.00651267605634,0.2,0.9
393,0.00844788732394,0.3,0.9
394,0.00871267605634,0.4,0.9
395,0.00917746478873,0.5,0.9
396,0.00917746478873,0.6,0.9
397,0.00970704225352,0.7,0.9
398,0.00990704225352,0.8,0.9
399,0.00984225352113,0.9,0.9
